TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
AT2G45660	MADS box; MIKC	SOC1; AGL20; ATSOC1	MADS-box protein SOC1; AGAMOUS-like 20; MADS-box protein SOC1 (Agamous-like MADS-box protein AGL20) (Protein SUPPRESSOR OF CONSTANS OVEREXPRESSION 1) [SOC1] [AGL20] [F17K2.19]	Arabidopsis thaliana	active in flowering time control. May integrate signals from the photoperiod, vernalization and autonomous floral induction pathways. When associated with AGL24, mediates effect of gibberellins on flowering under short-day conditions, and regulates the expression of LEAFY (LFY), which links floral induction and floral development.
AT3G03450	GRAS	RGL2	RGA-like 2; DELLA protein RGL2 (GRAS family protein 15) (AtGRAS-15) (RGA-like protein 2) (Scarecrow-like protein 19) (AtSCL19) [RGL2] [SCL19] [T21P5.13]	Arabidopsis thaliana	Probable transcriptional regulator that acts as a repressor of the gibberellin (GA) signaling pathway. Acts as a major GA-response repressor of seed germination, including seed thermoinhibition. Promotes the biosynthesis of abscisic acid (ABA), especially in seed coats to maintain seed dormancy. Delays flowering and adult leaf production. Also regulates the floral development, petal, stamen and anther development, by repressing the continued growth of floral organs. Involved in the regulation of seed dormancy and germination, including glucose-induced delay of seed germination. Promotes salt tolerance. Acts as a repressor of positive regulators of trichome initiation. Required during the flagellin-derived peptide flg22-mediated growth inhibition. Contributes to the susceptibility to the biotrophic pathogen P.syringae pv. tomato and to the resistance to the necrotrophic pathogens B.cinerea A.brassicicola, probably by repressing the SA-defense pathway and preventing cell death. Prevents stress-induced reactive oxygen species (ROS) accumulation (e.g. salt stress) by acting on the ROS scavenging system, and delays ROS-induced cell death, thus promoting stress tolerance.
AT5G17490	GRAS	RGL3	RGA-like protein 3; DELLA protein RGL3 (GRAS family protein 27) (AtGRAS-27) (RGA-like protein 3) [RGL3] [K3M16.60]	Arabidopsis thaliana	acts as a repressor of the gibberellin (GA) signaling pathway. Probably acts by participating in large multiprotein complexes that repress transcription of GA-inducible genes. Its activity may be regulated by phytohormones such as auxin and ethylene
POPTR_0004s08890	GRAS	GRAS85	NA	Populus trichocarpa	NA
POPTR_0005s14540	GRAS	GRAS87	NA	Populus trichocarpa	NA
AT1G23380	Homeodomain; TALE	KNAT6; KNAT6L; KNAT6S	KNOTTED1-like homeobox gene 6; Homeobox protein knotted-1-like 6 (Protein KNAT6) [KNAT6] [F26F24.25] [F28C11.2]	Arabidopsis thaliana	Plays a role in meristem function. Contributes to the shoot apical meristem (SAM) maintenance and organ separation by controlling boundary establishment in embryo in a CUC1, CUC2 and STM-dependent manner. Involved in maintaining cells in an undifferentiated, meristematic state.
AT1G62360	Homeodomain; TALE	BUM; STM; BUM1; SHL; WAM1; WAM	KNOX/ELK homeobox transcription factor; Homeobox protein SHOOT MERISTEMLESS [STM] [F2401.9]	Arabidopsis thaliana	Required for shoot apical meristem (SAM) formation during embryogenesis
AT1G70510	Homeodomain; TALE	KNAT2; ATK1	KNOTTED-like from Arabidopsis thaliana 2; Homeobox protein knotted-1-like 2 (Protein ATK1) (Protein KNAT2) [KNAT2] [ATK1] [F24J13.8]	Arabidopsis thaliana	May play a role in meristem function, and may be involved in maintaining cells in an undifferentiated, meristematic state.
AT4G08150	Homeodomain; TALE	KNAT1; BP; BP1	KNOTTED-like from Arabidopsis thaliana; Homeobox protein knotted-1-like 1 (Protein BREVIPEDICELLUS) (Protein KNAT1) [KNAT1] [BP] [BP1] [F9M13.2]	Arabidopsis thaliana	May play a role in meristem function, and may be involved in maintaining cells in an undifferentiated, meristematic state, and its expression disappears at the same time the shoot apex undergoes the transition from vegetative to reproductive development
Os01g0302500	Homeodomain; TALE	OSH6	Knotted1-type homeobox protein OSH6.; Homeobox protein knotted-1-like 1 (Homeobox protein HOS16) (Homeobox protein OSH6) [OSH6] [HOS16] [LOC_Os01g19694] [B1146F03.18] [P0035H10.13]	Oryza sativa	involved in shoot formation during early embryogenesis.
Os05g0129700	Homeodomain; TALE	OSH71	KNOX class homeodomain protein (Knotted1-type homeobox protein OSH71).; Homeobox protein knotted-1-like 10 (Homeobox protein HOS9) (Homeobox protein OSH71) (Homeobox protein knotted-1-like 2) (Oskn2) [OSH71] [HOS9] [LOC_Os05g03884] [OSJNBa0056I11.15]	Oryza sativa	may be involved in shoot formation during embryogenesis.
Os07g0129700	Homeodomain; TALE	OSH15	OSH15 protein (Homeobox gene).; Homeobox protein knotted-1-like 12 (Homeobox protein HOS3) (Homeobox protein OSH15) (Homeobox protein knotted-1-like 3) (Oskn3) [OSH15] [HOS3] [LOC_Os07g03770] [OSJNBa0088O14.22] [P0483E09.2]	Oryza sativa	may be involved in shoot formation during embryogenesis.
POPTR_0002s11400	Homeodomain	KNOX3	NA	Populus trichocarpa	NA
AT1G28420	Homeodomain	HB-1	NA	Arabidopsis thaliana	NA
AT1G73360	Homeodomain; HD-ZIP	EDT1; HDG11; ATHDG11	homeodomain GLABROUS 11; Homeobox-leucine zipper protein HDG11 (HD-ZIP protein HDG11) (Homeodomain GLABRA 2-like protein 11) (Homeodomain transcription factor HDG11) (Protein HOMEODOMAIN GLABROUS 11) [HDG11] [HDGL2-11] [T9L24.43]	Arabidopsis thaliana	NA
AT1G05230	Homeodomain; HD-ZIP	HDG2	homeodomain GLABROUS 2; Homeobox-leucine zipper protein HDG2 (HD-ZIP protein HDG2) (Homeodomain GLABRA 2-like protein 2) (Homeodomain transcription factor HDG2) (Protein HOMEODOMAIN GLABROUS 2) [HDG2] [HDGL2-2] [YUP8H12.16]	Arabidopsis thaliana	NA
AT1G17920	Homeodomain; HD-ZIP	HDG12	homeodomain GLABROUS 12; Homeobox-leucine zipper protein HDG12 (HD-ZIP protein HDG12) (Homeodomain GLABRA 2-like protein 12) (Homeodomain transcription factor HDG12) (Protein HOMEODOMAIN GLABROUS 12) [HDG12] [HDGL2-12] [F2H15.14]	Arabidopsis thaliana	NA
AT1G79840	Homeodomain; HD-ZIP	GL2	HD-ZIP IV family of homeobox-leucine zipper protein with lipid-binding START domain; Homeobox-leucine zipper protein GLABRA 2 (HD-ZIP protein ATHB-10) (Homeobox-leucine zipper protein ATHB-10) [GL2] [ATHB10] [F19K16.20]	Arabidopsis thaliana	Probable transcription factor required for correct morphological development and maturation of trichomes as well as for normal development of seed coat mucilage. Regulates the frequency of trichome initiation and determines trichome spacing.
AT3G03260	Homeodomain; HD-ZIP	HDG8	homeodomain GLABROUS 8; Homeobox-leucine zipper protein HDG8 (HD-ZIP protein HDG8) (Homeodomain GLABRA 2-like protein 8) (Homeodomain transcription factor HDG8) (Protein HOMEODOMAIN GLABROUS 8) [HDG8] [HDGL2-8] [T17B22.5]	Arabidopsis thaliana	NA
AT3G61150	Homeodomain; HD-ZIP	HD-GL2-1; HDG1	homeodomain GLABROUS 1; Homeobox-leucine zipper protein HDG1 (HD-ZIP protein HDG1) (Homeodomain GLABRA 2-like protein 1) (Homeodomain transcription factor HDG1) (Protein HOMEODOMAIN GLABROUS 1) [HDG1] [HDGL2-1] [T20K12.50]	Arabidopsis thaliana	NA
AT5G46880	Homeodomain; HD-ZIP	HB-7; HDG5	homeobox-7; Homeobox-leucine zipper protein HDG5 (HD-ZIP protein HDG5) (Homeodomain GLABRA 2-like protein 5) (Homeodomain transcription factor HDG5) (Protein HOMEODOMAIN GLABROUS 5) [HDG5] [HDGL2-5] [MQD22.1]	Arabidopsis thaliana	NA
Os02g0674800	Homeodomain; HD-ZIP	ROC5	Similar to OCL1 homeobox protein.; Homeobox-leucine zipper protein ROC5 (GLABRA 2-like homeobox protein 5) (HD-ZIP protein ROC5) (Homeodomain transcription factor ROC5) (Protein RICE OUTERMOST CELL-SPECIFIC 5) [ROC5] [GL2-5] [LOC_Os02g45250] [P0657H12.28]	Oryza sativa	NA
Os04g0569100	Homeodomain; HD-ZIP	ROC4	Similar to OCL1 homeobox protein.; Homeobox-leucine zipper protein ROC4 (GLABRA 2-like homeobox protein 4) (HD-ZIP protein ROC4) (Homeodomain transcription factor ROC4) (Protein RICE OUTERMOST CELL-SPECIFIC 4) [ROC4] [GL2-4] [LOC_Os04g48070] [OSJNBb0032E06.7]	Oryza sativa	NA
Os04g0627000	Homeodomain; HD-ZIP	ROC2	Similar to Homeobox-leucine zipper protein ROC2.; Homeobox-leucine zipper protein ROC2 (GLABRA 2-like homeobox protein 2) (HD-ZIP protein ROC2) (Homeodomain transcription factor ROC2) (Protein RICE OUTERMOST CELL-SPECIFIC 2) [ROC2] [GL2-2] [LOC_Os04g53540] [OSJNBb0060E08.16]	Oryza sativa	NA
Os06g0207966	Homeodomain	ROC8	NA	Oryza sativa	NA
Os08g0136100	Homeodomain; HD-ZIP	ROC7	Similar to Roc1.; Homeobox-leucine zipper protein ROC7 (GLABRA 2-like homeobox protein 7) (HD-ZIP protein ROC7) (Homeodomain transcription factor ROC7) (Protein RICE OUTERMOST CELL-SPECIFIC 7) [ROC7] [GL2-7] [Os08g0136000] [LOC_Os08g04190] [OJ1613_G04.7] [OsJ_024924] [P0680F05.46]	Oryza sativa	NA
Os10g0575600	Homeodomain; HD-ZIP	ROC3	Homeodomain-related containing protein.; Homeobox-leucine zipper protein ROC3 (GLABRA 2-like homeobox protein 3) (HD-ZIP protein ROC3) (Homeodomain transcription factor ROC3) (Protein RICE OUTERMOST CELL-SPECIFIC 3) [ROC3] [GL2-3] [LOC_Os10g42490] [OsJ_031281] [OSJNBa0027L23.2]	Oryza sativa	NA
AT2G22430	Homeodomain; HD-ZIP	ATHB6; HB6	homeobox protein 6; Homeobox-leucine zipper protein ATHB-6 (HD-ZIP protein ATHB-6) (Homeodomain transcription factor ATHB-6) [ATHB-6] [F14M13.17]	Arabidopsis thaliana	NA
AT1G26960	Homeodomain; HD-ZIP	AtHB23; HB23	homeobox protein 23; Homeobox-leucine zipper protein ATHB-23 (HD-ZIP protein ATHB-23) (Homeodomain transcription factor ATHB-23) [ATHB-23] [T2P11.15]	Arabidopsis thaliana	NA
AT1G69780	Homeodomain; HD-ZIP	ATHB13	Homeobox-leucine zipper protein family; Homeobox-leucine zipper protein ATHB-13 (HD-ZIP protein ATHB-13) (Homeodomain transcription factor ATHB-13) [ATHB-13] [T6C23.2]	Arabidopsis thaliana	act in the sucrose-signaling pathway.
AT3G01220	Homeodomain; HD-ZIP	ATHB20; HB20	homeobox protein 20; Homeobox-leucine zipper protein ATHB-20 (HD-ZIP protein ATHB-20) (Homeodomain transcription factor ATHB-20) [ATHB-20] [T4P13.9]	Arabidopsis thaliana	NA
AT5G15150	Homeodomain; HD-ZIP	HB-3; ATHB-3; HAT7; ATHB3	homeobox 3; Homeobox-leucine zipper protein HAT7 (HD-ZIP protein ATHB-3) (Homeodomain transcription factor ATHB-3) (Homeodomain-leucine zipper protein HAT7) (HD-ZIP protein 7) [HAT7] [ATHB-3] [F8M21_40]	Arabidopsis thaliana	NA
Os02g0729700	Homeodomain; HD-ZIP	HOX16	Similar to HAHB-7 (Fragment).; Homeobox-leucine zipper protein HOX16 (HD-ZIP protein HOX16) (Homeodomain transcription factor HOX16) (OsHox16) [HOX16] [LOC_Os02g49700] [OsJ_007974] [OSJNBa0072H09.24,P0617A09.3]	Oryza sativa	NA
Os08g0416000	Homeodomain; HD-ZIP	HOX5	Similar to Homeobox-leucine zipper protein HOX5.; Homeobox-leucine zipper protein HOX5 (HD-ZIP protein HOX5) (Homeodomain transcription factor HOX5) (OsHox5) [HOX5] [LOC_Os08g32080] [OsJ_026223] [P0433E10.14-1]	Oryza sativa	NA
Os08g0481400	Homeodomain; HD-ZIP	HOX20	Similar to HAHB-7 (Fragment).; Homeobox-leucine zipper protein HOX20 (HD-ZIP protein HOX20) (Homeodomain transcription factor HOX20) (OsHox20) [HOX20] [LOC_Os08g37580] [OSJNBb0092C08.26]	Oryza sativa	NA
Os09g0470500	Homeodomain; HD-ZIP	HOX4	Homeodomain leucine zipper protein.; Homeobox-leucine zipper protein HOX4 (HD-ZIP protein HOX4) (Homeodomain transcription factor HOX4) (OsHox4) [HOX4] [LOC_Os09g29460] [OJ1595_D08.21]	Oryza sativa	May be involved in the regulation of gibberellin signaling.
Os10g0404900	Homeodomain; HD-ZIP	HOX23	Similar to HAHB-5 (Fragment).; Homeobox-leucine zipper protein HOX23 (HD-ZIP protein HOX23) (Homeodomain transcription factor HOX23) (OsHox23) [HOX23] [LOC_Os10g26500] [OSJNBb0044I14.6]	Oryza sativa	NA
AT2G36610	Homeodomain	ATHB22	NA	Arabidopsis thaliana	NA
AT2G44910	Homeodomain; HD-ZIP	ATHB-4; ATHB4; HB4	homeobox-leucine zipper protein 4; Homeobox-leucine zipper protein ATHB-4 (HD-ZIP protein ATHB-4) (Homeodomain transcription factor ATHB-4) [ATHB-4] [T13E15.8]	Arabidopsis thaliana	NA
AT2G22800	Homeodomain; HD-ZIP	HAT9	Homeobox-leucine zipper protein family; Homeobox-leucine zipper protein HAT9 (Homeodomain-leucine zipper protein HAT9) (HD-ZIP protein 9) [HAT9] [T20K9.1] [T30L20.6]	Arabidopsis thaliana	NA
AT4G16780	Homeodomain; HD-ZIP	ATHB2; ATHB-2; HAT4; HB-2	homeobox protein 2; Homeobox-leucine zipper protein HAT4 (HD-ZIP protein ATHB-2) (Homeodomain transcription factor ATHB-2) (Homeodomain-leucine zipper protein HAT4) (HD-ZIP protein 4) [HAT4] [ATHB-2] [dl4415w] [FCAALL.101]	Arabidopsis thaliana	involved in the negative regulation of cell elongation and specific cell proliferation processes such as lateral root formation and secondary growth of the vascular system. Acts as mediator of the red/far-red light effects on leaf cell expansion in the shading response.
AT4G37790	Homeodomain; HD-ZIP	HAT22	Homeobox-leucine zipper protein family; Homeobox-leucine zipper protein HAT22 (Homeodomain-leucine zipper protein HAT22) (HD-ZIP protein 22) [HAT22] [T28I19.70]	Arabidopsis thaliana	NA
AT5G06710	Homeodomain; HD-ZIP	HAT14	homeobox from Arabidopsis thaliana; Homeobox-leucine zipper protein HAT14 (Homeodomain-leucine zipper protein HAT14) (HD-ZIP protein 14) [HAT14] [MPH15.6]	Arabidopsis thaliana	NA
AT5G47370	Homeodomain; HD-ZIP	HAT2	Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein; Homeobox-leucine zipper protein HAT2 (Homeodomain-leucine zipper protein HAT2) (HD-ZIP protein 2) [HAT2] [MQL5.23]	Arabidopsis thaliana	plays a role in auxin-mediated morphogenesis. Negatively regulates lateral root elongation.
Os01g0643600	Homeodomain; HD-ZIP	HOX3	Homeodomain-related domain containing protein.; Homeobox-leucine zipper protein HOX3 (HD-ZIP protein HOX3) (Homeodomain transcription factor HOX3) (OsHox3) [HOX3] [LOC_Os01g45570] [OsJ_002698]	Oryza sativa	NA
Os02g0565600	Homeodomain; HD-ZIP	HOX7	Similar to Homeodomain leucine zipper protein (Fragment).; Homeobox-leucine zipper protein HOX7 (HD-ZIP protein HOX7) (Homeodomain transcription factor HOX7) (OsHox7) [HOX7] [LOC_Os02g35770] [P0020C11.33]	Oryza sativa	NA
Os04g0548700	Homeodomain; HD-ZIP	HOX17	Homeodomain-like containing protein.; Homeobox-leucine zipper protein HOX17 (HD-ZIP protein HOX17) (Homeodomain transcription factor HOX17) (OsHox17) [HOX17] [LOC_Os04g46350] [OSJNBa0065H10.13]	Oryza sativa	NA
Os06g0140400	Homeodomain; HD-ZIP	HOX28	Similar to HAHB-6 (Fragment).; Homeobox-leucine zipper protein HOX28 (HD-ZIP protein HOX28) (Homeodomain transcription factor HOX28) (OsHox28) [HOX28] [LOC_Os06g04850] [OsJ_019259] [OSJNBa0041F13.45]	Oryza sativa	NA
Os06g0140700	Homeodomain; HD-ZIP	HOX2	Similar to Homeodomain leucine zipper protein (Fragment).; Homeobox-leucine zipper protein HOX2 (HD-ZIP protein HOX2) (Homeodomain transcription factor HOX2) (OsHox2) [HOX2] [LOC_Os06g04870] [OsJ_019261] [OSJNBa0041F13.48]	Oryza sativa	NA
Os10g0561800	Homeodomain; HD-ZIP	HOX1	Similar to homeodomain leucine zipper protein hox1.; Homeobox-leucine zipper protein HOX1 (HD-ZIP protein HOX1) (Homeodomain transcription factor HOX1) (OsHox1) [HOX1] [LOC_Os10g41230] [OsJ_031189] [OSJNBb0089A17.12]	Oryza sativa	involved leaf development. May act as a regulatory switch to specify provascular cell fate.
AT2G46680	Homeodomain; HD-ZIP	ATHB7; ATHB-7; HB-7	homeobox 7; Homeobox-leucine zipper protein ATHB-7 (HD-ZIP protein ATHB-7) (Homeodomain transcription factor ATHB-7) [ATHB-7] [T3A4.6]	Arabidopsis thaliana	may act as growth regulators in response to water deficit.
AT3G19510	Homeodomain; HB-PHD	HAT3.1	Homeodomain-like protein with RING/FYVE/PHD-type zinc finger domain; Homeobox protein HAT3.1 [HAT3.1] [MLD14.25] [MLD14.37]	Arabidopsis thaliana	NA
AT3G60390	Homeodomain; HD-ZIP	HAT3	homeobox-leucine zipper protein 3; Homeobox-leucine zipper protein HAT3 (Homeodomain-leucine zipper protein HAT3) (HD-ZIP protein 3) [HAT3] [T8B10_50]	Arabidopsis thaliana	NA
AT4G00730	Homeodomain; HD-ZIP	ANL2; AHDP	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein; Homeobox-leucine zipper protein ANTHOCYANINLESS 2 (HD-ZIP protein ANL2) (Homeodomain protein AHDP) (Homeodomain transcription factor ANL2) [ANL2] [F6N23.10]	Arabidopsis thaliana	Probable transcription factor involved in the regulation of the tissue-specific accumulation of anthocyanins and in cellular organization of the primary root.
AT4G17460	Homeodomain; HD-ZIP	HAT1	Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein; Homeobox-leucine zipper protein HAT1 (Homeodomain-leucine zipper protein HAT1) (HD-ZIP protein 1) [HAT1] [dl4765w] [FCAALL.65]	Arabidopsis thaliana	NA
AT4G21750	Homeodomain; HD-ZIP	ATML1	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein; Homeobox-leucine zipper protein MERISTEM L1 (HD-ZIP protein ATML1) (Homeodomain transcription factor ATML1) [ATML1] [F17L22.210]	Arabidopsis thaliana	involved in cell specification and pattern formation during embryogenesis.
AT2G32370	Homeodomain; HD-ZIP	HDG3	homeodomain GLABROUS 3; Homeobox-leucine zipper protein HDG3 (HD-ZIP protein HDG3) (Homeodomain GLABRA 2-like protein 3) (Homeodomain transcription factor HDG3) (Protein HOMEODOMAIN GLABROUS 3) (Protein UPCURVED LEAF 1) [HDG3] [HDGL2-3] [UCL1] [T32F6.11]	Arabidopsis thaliana	NA
AT4G35550	Homeodomain; bZIP; HD-ZIP; WOX	ATWOX13; WOX13; HB-4	WUSCHEL related homeobox 13; WUSCHEL-related homeobox 13 [WOX13] [F8D20.60]	Arabidopsis thaliana	Transcription factor which may be involved in developmental processes
Os01g0818400	Homeodomain; WOX	WOX8	Homeodomain-like containing protein.; WUSCHEL-related homeobox 8 (OsWOX8) (Protein WOX13) [WOX8] [LOC_Os01g60270] [P0454H12.31]	Oryza sativa	involved in developmental processes
POPTR_0005s10480	Homeodomain	WOX13	NA	Populus trichocarpa	NA
AT4G40060	Homeodomain; HD-ZIP	ATHB16; ATHB-16; HB16	homeobox protein 16; Homeobox-leucine zipper protein ATHB-16 (HD-ZIP protein ATHB-16) (Homeodomain transcription factor ATHB-16) [ATHB-16] [T5J17.230]	Arabidopsis thaliana	Probable transcription factor that may function as a negative regulator of the flowering time response to photoperiod. May act to repress cell expansion during plant development.
AT5G25220	Homeodomain; TALE	KNAT3	KNOTTED1-like homeobox gene 3; Homeobox protein knotted-1-like 3 (Protein KNAT3) [KNAT3] [F21J6.18]	Arabidopsis thaliana	NA
AT1G62990	Homeodomain; TALE	IXR11; KNAT7	KNOTTED-like homeobox of Arabidopsis thaliana 7; Homeobox protein knotted-1-like 7 (Protein IRREGULAR XYLEM 11) (Protein KNAT7) [KNAT7] [IRX11] [F16P17.16]	Arabidopsis thaliana	May be involved in secondary cell wall biosynthesis.
AT4G32040	Homeodomain; TALE	KNAT5	KNOTTED1-like homeobox gene 5; Homeobox protein knotted-1-like 5 (Homeodomain-containing protein 1) (Protein KNAT5) [KNAT5] [ATH1] [F10N7.150]	Arabidopsis thaliana	NA
AT5G11060	Homeodomain; TALE	KNAT4	KNOTTED1-like homeobox gene 4; Homeobox protein knotted-1-like 4 (Protein KNAT4) [KNAT4] [T5K6_50]	Arabidopsis thaliana	NA
Os02g0182800	Homeodomain; TALE	HOS58	Similar to NTH23 protein.; Homeobox protein knotted-1-like 2 (Homeobox protein HOS58) [HOS58] [LOC_Os02g08544]	Oryza sativa	NA
