TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
fgenesh1_pg.scaffold_57000087	AP2	fgenesh1_pg.scaffold_57000087	NA	Physcomitrella patens	NA
gw1.8.141.1	AP2	gw1.8.141.1	NA	Physcomitrella patens	NA
Cucsa.352470	AP2	Cucsa.352470	NA	Cucumis sativus	NA
Cucsa.395960	AP2	Cucsa.395960	NA	Cucumis sativus	NA
Medtr1g024100	AP2	Medtr1g024100	NA	Medicago truncatula	NA
ppa012302m	AP2	ppa012302m	NA	Prunus persica	NA
ppa012304m	AP2	ppa012304m	NA	Prunus persica	NA
30170.m013843	AP2	30170.m013843	NA	Ricinus communis	NA
gw1.61.159.1	AP2	gw1.61.159.1	NA	Physcomitrella patens	NA
POPTR_0002s12550	AP2	RAP2L8	NA	Populus trichocarpa	NA
POPTR_0014s02530	AP2	RAP2L7	NA	Populus trichocarpa	NA
Glyma.17G240100.1	AP2	NA	related to AP2 1 [Source:Projected from Arabidopsis thaliana (RAP2.1) TAIR;Acc:RAP2.1]	Glycine max	NA
Glyma.14G084700.1	AP2	NA	related to AP2 1 [Source:Projected from Arabidopsis thaliana (RAP2.1) TAIR;Acc:RAP2.1]	Glycine max	NA
cassava47353.m1	AP2	cassava47353.m1	NA	Manihot esculenta	NA
cassava9153.m1	AP2	cassava9153.m1	NA	Manihot esculenta	NA
AT1G21910	ERF	DREB26	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor ERF012 [ERF012] [T26F17.14]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT1G46768	ERF	RAP2.1	related to AP2 1; Ethylene-responsive transcription factor RAP2-1 (Protein RELATED TO APETALA2 1) [RAP2-1] [ERF006] [F2G19.32]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT1G77640	ERF	NA	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor ERF013 [ERF013] [T5M16.23]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT3G50260	ERF	CEJ1; ATERF#011; DEAR1	cooperatively regulated by ethylene and jasmonate 1; Ethylene-responsive transcription factor ERF011 [ERF011] [F11C1.100]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT5G67190	ERF	DEAR2	DREB and EAR motif protein 2; Ethylene-responsive transcription factor ERF010 [ERF010] [K21H1.15]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
Zm00001d026447	ERF; bHLH	NA	Dehydration responsive element binding protein; Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Dehydration responsive element binding protein) (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d002079	AP2; ERF	NA	Dehydration responsive element binding protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
BRADI5G24110	AP2; ERF	NA	Uncharacterized protein	Brachypodium distachyon	NA
fgenesh2_kg.1__2381__AT1G21910.1	AP2	NA	AP2 domain-containing transcription factor family protein	Arabidopsis lyrata	NA
fgenesh2_kg.2__2058__AT1G77640.1	AP2	NA	Uncharacterized protein	Arabidopsis lyrata	NA
fgenesh2_kg.5__1372__AT3G50260.1	AP2	NA	ATERF#011/CEJ1	Arabidopsis lyrata	NA
scaffold_104275.1	AP2	NA	Uncharacterized protein	Arabidopsis lyrata	NA
scaffold_803390.1	AP2	NA	Uncharacterized protein	Arabidopsis lyrata	NA
Os04g0648900	AP2; ERF	NA	OSJNBa0010D21.10 protein	Oryza sativa	NA
POPTR_0005s18430	AP2; ERF	RAP2L5	AP2 domain-containing transcription factor family protein (ERF family protein) (RAP2-like protein)	Populus trichocarpa	NA
POPTR_0007s10750	AP2; ERF	NA	ERF family protein	Populus trichocarpa	NA
cassava17493.valid.m1	AP2	NA	NA	Manihot esculenta	NA
Cucsa.102560	AP2; ERF	NA	DREB and EAR motif protein 3	Cucumis sativus	NA
Cucsa.367300	AP2; ERF	NA	DREB and EAR motif protein 3	Cucumis sativus	NA
LjSGA_004289.2	AP2; ERF	NA	ERF family protein	Lotus japonicus	NA
Medtr3g147420	AP2; ERF	NA	ERF family protein	Medicago truncatula	NA
Medtr5g016640	AP2; ERF	NA	hypothetical protein	Medicago truncatula	NA
mgf000289m	AP2	NA	NA	Mimulus guttatus	NA
PK15612.1	AP2; ERF	NA	ERF family protein	Cannabis sativa	NA
Sb06g030660	AP2; ERF	NA	ERF family protein	Sorghum bicolor	NA
28718.m000038	AP2; ERF	NA	DNA binding protein	Ricinus communis	NA
Glyma.06G042100	AP2	NA	DREB and EAR motif protein 3 [Source:Projected from Arabidopsis thaliana (DEAR3) TAIR;Acc:DEAR3]	Glycine max	NA
Glyma04g04350.1	AP2	NA	NA	Glycine max	NA
Glyma.01G188600.1	AP2; ERF	NA	DREB and EAR motif protein 2	Glycine max	NA
Glyma.05G092800.1	AP2; ERF	NA	cooperatively regulated by ethylene and jasmonate 1	Glycine max	NA
Glyma.11G053600.1	AP2	NA	DREB and EAR motif protein 2 [Source:Projected from Arabidopsis thaliana (DEAR2) TAIR;Acc:DEAR2]	Glycine max	NA
Glyma.17G169800.1	AP2; ERF	NA	DREB and EAR motif protein 3	Glycine max	NA
100010458	AP2	100010458	NA	Ostreococcus tauri	NA
gw1.115.66.1	AP2	gw1.115.66.1	NA	Physcomitrella patens	NA
AT1G01030	B3	NGA3	AP2/B3-like transcriptional factor family protein; B3 domain-containing transcription factor NGA3 (Protein NGATHA3) [NGA3] [T25K16.3]	Arabidopsis thaliana	Regulates lateral organ growth
Cucsa.193290	B3	Cucsa.193290	NA	Cucumis sativus	NA
AC233685_81	B3	AC233685_81	NA	Medicago truncatula	NA
ppa019131m	B3	ppa019131m	NA	Prunus persica	NA
30068.m002615	B3	30068.m002615	NA	Ricinus communis	NA
30076.m004471	B3	30076.m004471	NA	Ricinus communis	NA
POPTR_0001s45650	B3	POPTR_0001s45650	NA	Populus trichocarpa	NA
POPTR_0002s18260	B3	POPTR_0002s18260	NA	Populus trichocarpa	NA
POPTR_0011s15270	B3	POPTR_0011s15270	NA	Populus trichocarpa	NA
POPTR_0014s10290	B3	POPTR_0014s10290	NA	Populus trichocarpa	NA
GSVIVG00019699001	B3	GSVIVG00019699001	NA	Vitis vinifera	NA
GSVIVG00027463001	B3	GSVIVG00027463001	NA	Vitis vinifera	NA
fgenesh2_kg.1__134__AT1G01030.1	B3	XM_002889344.1	NA	Arabidopsis lyrata	NA
PK11025.1	B3	PK11025.1	NA	Cannabis sativa	NA
PK21157.1	B3	PK21157.1	NA	Cannabis sativa	NA
Glyma.19G261300	B3	NA	AP2/B3-like transcriptional factor family protein [Source:Projected from Arabidopsis thaliana (NGA1) TAIR;Acc:NGA1]	Glycine max	NA
Glyma16g01950.1	B3	NA	NA	Glycine max	NA
Glyma03g42300.1	B3	NA	NA	Glycine max	NA
chr1.CM0105.800.nc	B3	chr1.CM0105.800.nc	NA	Lotus japonicus	NA
LjT15D16.50.nc	B3	LjT15D16.50.nc	NA	Lotus japonicus	NA
cassava29779.valid.m1	B3	cassava29779.valid.m1	NA	Manihot esculenta	NA
cassava36125.valid.m1	B3	cassava36125.valid.m1	NA	Manihot esculenta	NA
cassava39049.m1	B3	cassava39049.m1	NA	Manihot esculenta	NA
mgf023686m	B3	mgf023686m	NA	Mimulus guttatus	NA
mgf023769m	B3	mgf023769m	NA	Mimulus guttatus	NA
AT1G51120	AP2; B3	AT1G51120	NA	Arabidopsis thaliana	NA
AT1G50680	AP2; B3	AT1G50680	NA	Arabidopsis thaliana	NA
fgenesh2_kg.1__4154__AT1G50680.1	AP2; B3	XM_002894223.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.1__4181__AT1G51120.1	AP2; B3	XM_002891572.1	NA	Arabidopsis lyrata	NA
cassava14279.m1	AP2; B3	cassava14279.m1	NA	Manihot esculenta	NA
AT3G25730	AP2; B3; RAV	EDF3	ethylene response DNA binding factor 3; AP2/ERF and B3 domain-containing transcription factor ARF14 (Protein AUXIN RESPONSE FACTOR 14) (RAV1-like ethylene-responsive transcription factor ARF14) [ARF14] [K13N2.14] [K13N2.7]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
BRADI2G47220	AP2; B3	BRADI2G47220	NA	Brachypodium distachyon	NA
Cucsa.147340	AP2; B3	Cucsa.147340	NA	Cucumis sativus	NA
Cucsa.283870	AP2; B3	Cucsa.283870	NA	Cucumis sativus	NA
Medtr1g117930	AP2; B3	Medtr1g117930	NA	Medicago truncatula	NA
Medtr5g069060	AP2; B3	Medtr5g069060	NA	Medicago truncatula	NA
ppa006243m	AP2; B3	ppa006243m	NA	Prunus persica	NA
29738.m001050	AP2; B3	29738.m001050	NA	Ricinus communis	NA
Os01g0693400	AP2; B3; RAV	NA	Pathogenesis-related transcriptional factor and ERF, DNA-binding domain containing protein.; AP2/ERF and B3 domain-containing protein Os01g0693400 [LOC_Os01g49830] [P0034C09.44]	Oryza sativa	NA
e_gw1.63.77.1	AP2; B3	e_gw1.63.77.1	NA	Physcomitrella patens	NA
POPTR_0008s11600	AP2; B3	RAV2	NA	Populus trichocarpa	NA
POPTR_0010s13930	AP2; B3	RAV1	NA	Populus trichocarpa	NA
Sb03g031860	AP2; B3	SB03G031860	NA	Sorghum bicolor	NA
Sb09g027530	AP2; B3	SB09G027530	NA	Sorghum bicolor	NA
fgenesh2_kg.2__1141__AT1G68840.1	AP2; B3	XM_002887162.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.5__327__AT3G25730.1	AP2; B3	XM_002875227.1	NA	Arabidopsis lyrata	NA
scaffold_101479.1	AP2; B3	XM_002889950.1	NA	Arabidopsis lyrata	NA
scaffold_102941.1	AP2; B3	XM_002890637.1	NA	Arabidopsis lyrata	NA
PK15652.1	AP2; B3	PK15652.1	NA	Cannabis sativa	NA
Glyma.20G186200.1	AP2; B3	NA	AP2/B3 transcription factor family protein [Source:Projected from Arabidopsis thaliana (EDF1,TEM1) TAIR;Acc:EDF1,TEM1]	Glycine max	NA
Glyma.10G204400.1	AP2; B3	NA	AP2/B3 transcription factor family protein [Source:Projected from Arabidopsis thaliana (EDF1,TEM1) TAIR;Acc:EDF1,TEM1]	Glycine max	NA
Glyma.01G087500.1	AP2; B3	NA	AP2/B3 transcription factor family protein [Source:Projected from Arabidopsis thaliana (EDF1,TEM1) TAIR;Acc:EDF1,TEM1]	Glycine max	NA
Glyma.02G099500.1	AP2; B3	NA	AP2/B3 transcription factor family protein [Source:Projected from Arabidopsis thaliana (EDF1,TEM1) TAIR;Acc:EDF1,TEM1]	Glycine max	NA
cassava12324.valid.m1	AP2; B3	cassava12324.valid.m1	NA	Manihot esculenta	NA
cassava43329.valid.m1	AP2; B3	cassava43329.valid.m1	NA	Manihot esculenta	NA
mgf019592m	AP2; B3	mgf019592m	NA	Mimulus guttatus	NA
Zm00001d043782	RAV	NA	DNA-binding protein RAV1; Uncharacterized protein	Zea mays	NA
Zm00001d038907	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; Uncharacterized protein	Zea mays	NA
AT1G14900	AT-Hook	HMGA	NA	Arabidopsis thaliana	NA
POPTR_0004s08590	AT-Hook	HMGA902	NA	Populus trichocarpa	NA
POPTR_0017s02940	AT-Hook	HMGA901	NA	Populus trichocarpa	NA
ppa012096m	AT-Hook	ppa012096m	NA	Prunus persica	NA
Sb07g020920	AT-Hook	SB07G020920	NA	Sorghum bicolor	NA
Al_scaffold_0005_66	AT-Hook	XM_002875037.1	NA	Arabidopsis lyrata	NA
scaffold_101674.1	AT-Hook	XM_002892790.1	NA	Arabidopsis lyrata	NA
Cucsa.031270	AT-Hook	Cucsa.031270	NA	Cucumis sativus	NA
Cucsa.084380	AT-Hook	Cucsa.084380	NA	Cucumis sativus	NA
Glyma.11G216300.1	AT-Hook	NA	high mobility group A [Source:Projected from Arabidopsis thaliana (HMGA) TAIR;Acc:HMGA]	Glycine max	NA
LjSGA_020555.1	AT-Hook	LjSGA_020555.1	NA	Lotus japonicus	NA
LjSGA_143953.1	AT-Hook	LjSGA_143953.1	NA	Lotus japonicus	NA
cassava30016.valid.m1	AT-Hook	cassava30016.valid.m1	NA	Manihot esculenta	NA
cassava6241.valid.m1	AT-Hook	cassava6241.valid.m1	NA	Manihot esculenta	NA
cassava6242.valid.m1	AT-Hook	cassava6242.valid.m1	NA	Manihot esculenta	NA
AT1G48610	AT-Hook	AT1G48610	NA	Arabidopsis thaliana	NA
Medtr1g086280	AT-Hook	Medtr1g086280	NA	Medicago truncatula	NA
Medtr3g087730	AT-Hook	Medtr3g087730	NA	Medicago truncatula	NA
mgf004884m	AT-Hook	mgf004884m	NA	Mimulus guttatus	NA
mgf014039m	AT-Hook	mgf014039m	NA	Mimulus guttatus	NA
mgf019591m	AT-Hook	mgf019591m	NA	Mimulus guttatus	NA
Zm00001d032239	AT-Hook	NA	NA	Zea mays	NA
Zm00001d050368	AT-Hook	NA	NA	Zea mays	NA
AT4G17950	AT-Hook	AT4G17950	NA	Arabidopsis thaliana	NA
Os06g0326000	AT-Hook	NA	NA	Oryza sativa	NA
Os07g0184800	AT-Hook	NA	NA	Oryza sativa	NA
Os08g0512400	AT-Hook	NA	NA	Oryza sativa	NA
Os09g0491708	AT-Hook	NA	NA	Oryza sativa	NA
estExt_fgenesh1_pg.C_2230073	AT-Hook	estExt_fgenesh1_pg.C_2230073	NA	Physcomitrella patens	NA
POPTR_0004s20060	AT-Hook	B9MYK7_POPTR	NA	Populus trichocarpa	NA
ppa016410m	AT-Hook	ppa016410m	NA	Prunus persica	NA
ppa024471m	AT-Hook	ppa024471m	NA	Prunus persica	NA
29092.m000442	AT-Hook	29092.m000442	NA	Ricinus communis	NA
BRADI3G40180	AT-Hook	BRADI3G40180	NA	Brachypodium distachyon	NA
Sb02g028500	AT-Hook	SB02G028500	NA	Sorghum bicolor	NA
Sb04g037880	AT-Hook	SB04G037880	NA	Sorghum bicolor	NA
Thaps11588	AT-Hook	THAPSDRAFT_11588	NA	Thalassiosira pseudonana	NA
GSVIVG00027617001	AT-Hook	GSVIVG00027617001	NA	Vitis vinifera	NA
scaffold_702647.1	AT-Hook	XM_002867982.1	NA	Arabidopsis lyrata	NA
Glyma.18G231300.6	AT-Hook	NA	Unknown protein	Glycine max	NA
Glyma.06G014600	AT-Hook	NA	Unknown protein	Glycine max	NA
Glyma.U043500.1	AT-Hook	NA	winged-helix DNA-binding transcription factor family protein [Source:Projected from Arabidopsis thaliana (HON4) TAIR;Acc:HON4]	Glycine max	NA
Glyma.09G260600	AT-Hook	NA	Unknown protein	Glycine max	NA
LjSGA_043546.1	AT-Hook	LjSGA_043546.1	NA	Lotus japonicus	NA
cassava12241.valid.m1	AT-Hook	cassava12241.valid.m1	NA	Manihot esculenta	NA
cassava34089.m1	AT-Hook	cassava34089.m1	NA	Manihot esculenta	NA
AT1G19485	AT-Hook	AT1G19485	NA	Arabidopsis thaliana	NA
Medtr5g011900	AT-Hook	Medtr5g011900	NA	Medicago truncatula	NA
Medtr5g013530	AT-Hook	Medtr5g013530	NA	Medicago truncatula	NA
Medtr5g013540	AT-Hook	Medtr5g013540	NA	Medicago truncatula	NA
Medtr5g014630	AT-Hook	Medtr5g014630	NA	Medicago truncatula	NA
mg026134m	AT-Hook	mg026134m	NA	Mimulus guttatus	NA
mgf005615m	AT-Hook	mgf005615m	NA	Mimulus guttatus	NA
Zm00001d018515	AT-Hook	NA	NA	Zea mays	NA
Zm00001d006034	AT-Hook	NA	NA	Zea mays	NA
Zm00001d051861	AT-Hook	NA	NA	Zea mays	NA
Zm00001d037425	AT-Hook	NA	NA	Zea mays	NA
BRADI3G55950	AT-Hook	BRADI3G55950	NA	Brachypodium distachyon	NA
BRADI5G22430	AT-Hook	BRADI5G22430	NA	Brachypodium distachyon	NA
POPTR_0002s10560	AT-Hook	B9GN38_POPTR	NA	Populus trichocarpa	NA
POPTR_0005s17920	AT-Hook	B9H6U9_POPTR	NA	Populus trichocarpa	NA
ppa004994m	AT-Hook	ppa004994m	NA	Prunus persica	NA
67318	AT-Hook	67318	NA	Aureococcus anophagefferens	NA
29842.m003611	AT-Hook	29842.m003611	NA	Ricinus communis	NA
29912.m005467	AT-Hook	29912.m005467	NA	Ricinus communis	NA
fgenesh1_pg.C_scaffold_7001757	AT-Hook	XM_002867770.1	NA	Arabidopsis lyrata	NA
Thaps24106	AT-Hook	THAPSDRAFT_24106	NA	Thalassiosira pseudonana	NA
fgenesh2_kg.8__2218__AT5G62260.1	AT-Hook	XM_002864733.1	NA	Arabidopsis lyrata	NA
scaffold_100611.1	AT-Hook	XM_002889544.1	NA	Arabidopsis lyrata	NA
PK00377.1	AT-Hook	PK00377.1	NA	Cannabis sativa	NA
PK26376.1	AT-Hook	PK26376.1	NA	Cannabis sativa	NA
Cucsa.303060	AT-Hook	Cucsa.303060	NA	Cucumis sativus	NA
Glyma.13G150600.1	AT-Hook	NA	AT-hook motif nuclear-localized protein 1 [Source:Projected from Arabidopsis thaliana (AHL1,ATAHL1) TAIR;Acc:AHL1,ATAHL1]	Glycine max	NA
Glyma10g07550.1	AT-Hook	NA	NA	Glycine max	NA
Glyma04g10960.1	AT-Hook	NA	NA	Glycine max	NA
LjSGA_100986.1	AT-Hook	LjSGA_100986.1	NA	Lotus japonicus	NA
cassava13117.valid.m1	AT-Hook	cassava13117.valid.m1	NA	Manihot esculenta	NA
cassava4485.m1	AT-Hook	cassava4485.m1	NA	Manihot esculenta	NA
cassava47435.m1	AT-Hook	cassava47435.m1	NA	Manihot esculenta	NA
AT4G21895	AT-Hook	AT4G21895	NA	Arabidopsis thaliana	NA
AT5G62260	AT-Hook	AT5G62260	NA	Arabidopsis thaliana	NA
Medtr1g073540	AT-Hook	Medtr1g073540	NA	Medicago truncatula	NA
Medtr1g093350	AT-Hook	Medtr1g093350	NA	Medicago truncatula	NA
Medtr3g068360	AT-Hook	Medtr3g068360	NA	Medicago truncatula	NA
mgf003446m	AT-Hook	mgf003446m	NA	Mimulus guttatus	NA
mgf022618m	AT-Hook	mgf022618m	NA	Mimulus guttatus	NA
Zm00001d026348	AT-Hook	NA	NA	Zea mays	NA
Os01g0835600	AT-Hook	NA	NA	Oryza sativa	NA
fgenesh1_pg.C_Chr_20.0001000063	AT-Hook	fgenesh1_pg.C_Chr_20.0001000063	NA	Ostreococcus tauri	NA
29005.m000251	AT-Hook	29005.m000251	NA	Ricinus communis	NA
Sb0621s002020	AT-Hook	SB0621S002020	NA	Sorghum bicolor	NA
fgenesh4_pg.C_scaffold_6000195	AT-Hook	fgenesh4_pg.C_scaffold_6000195	NA	Volvox carteri	NA
mgf004903m	AT-Hook	mgf004903m	NA	Mimulus guttatus	NA
Zm00001d042960	AT-Hook	NA	NA	Zea mays	NA
Zm00001d037159	AT-Hook	NA	NA	Zea mays	NA
GSVIVG00033765001	AT-Hook	GSVIVG00033765001	NA	Vitis vinifera	NA
Os02g0824300	AT-Hook	NA	NA	Oryza sativa	NA
Os11g0602200	AT-Hook	NA	NA	Oryza sativa	NA
BRADI2G14100	AT-Hook	BRADI2G14100	NA	Brachypodium distachyon	NA
NA	NA	NA	NA	NA	NA
Medtr8g106590	AT-Hook	Medtr8g106590.1	NA	Medicago truncatula	NA
AT1G28300	B3	LEC2	AP2/B3-like transcriptional factor family protein; B3 domain-containing transcription factor LEC2 (Protein LEAFY COTYLEDON 2) [LEC2] [F3H9.5]	Arabidopsis thaliana	plays a central role in embryo development. Required for the maintenance of suspensor morphology, specification of cotyledon identity, progression through the maturation phase and suppression of premature germination. Ectopic expression is sufficient to promote somatic embryogenesis.
30190.m010868	B3	30190.m010868	NA	Ricinus communis	NA
fgenesh2_kg.1__2994__AT1G28300.1	B3	XM_002893473.1	NA	Arabidopsis lyrata	NA
cassava45597.m1	B3	cassava45597.m1	NA	Manihot esculenta	NA
AT5G37020	B3; ARF	ARF8	auxin response factor 8; Auxin response factor 8 (Protein FRUIT WITHOUT FERTILIZATION) [ARF8] [FWF] [K15O15.5]	Arabidopsis thaliana	modulate early auxin response genes expression. Regulates both stamen and gynoecium maturation. Promotes jasmonic acid production. Involved in fruit initiation. Acts as an inhibitor to stop further carpel development in the absence of fertilization and the generation of signals required to initiate fruit and seed development.
AT1G19220	B3; ARF	ARF11; ARF19; IAA22	auxin response factor 19; Auxin response factor 19 (Auxin-responsive protein IAA22) [ARF19] [IAA22] [T29M8.9]	Arabidopsis thaliana	modulate early auxin response genes expression. Involved in ethylene responses. Regulates lateral root formation through direct regulation of LBD16 and/or LBD29.
AT1G19850	B3; ARF	MP; ARF5; IAA24	Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related; Auxin response factor 5 (Auxin-responsive protein IAA24) (Transcription factor MONOPTEROS) [ARF5] [IAA24] [MP] [F6F9.10]	Arabidopsis thaliana	modulate early auxin response genes expression. Mediates embryo axis formation and vascular tissues differentiation.
AT1G30330	B3; ARF	ARF6	auxin response factor 6; Auxin response factor 6 [ARF6] [T4K22.6]	Arabidopsis thaliana	modulate early auxin response genes expression. Regulates both stamen and gynoecium maturation. Promotes jasmonic acid production.
AT5G20730	B3; ARF	IAA21; NPH4; MSG1; ARF7; TIR5; BIP; IAA23; IAA25	Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related; Auxin response factor 7 (Auxin-responsive protein IAA21/IAA23/IAA25) (Protein BIPOSTO) (Protein NON-PHOTOTROPIC HYPOCOTYL 4) (Protein TRANSPORT INHIBITOR RESPONSE 5) [ARF7] [BIP] [IAA21] [IAA23] [IAA25] [NPH4] [TIR5] [T1M15.130]	Arabidopsis thaliana	modulate early auxin response genes expression. Involved in ethylene responses. Required for differential growth responses of aerial tissues. Involved in ethylene responses. Regulates lateral root formation through direct regulation of LBD16 and/or LBD29. Mediates embryo axis formation and vascular tissues differentiation.
AT5G60450	B3; ARF	ARF4	auxin response factor 4; Auxin response factor 4 [ARF4] [MUF9.8]	Arabidopsis thaliana	modulate early auxin response genes expression
BRADI1G32547	B3	BRADI1G32547	NA	Brachypodium distachyon	NA
BRADI1G34340	B3	BRADI1G34340	NA	Brachypodium distachyon	NA
BRADI1G46602	B3	BRADI1G46602	NA	Brachypodium distachyon	NA
BRADI3G03407	B3	BRADI3G03407	NA	Brachypodium distachyon	NA
BRADI3G04920	B3	BRADI3G04920	NA	Brachypodium distachyon	NA
BRADI3G40437	B3	BRADI3G40437	NA	Brachypodium distachyon	NA
BRADI4G01730	B3	BRADI4G01730	NA	Brachypodium distachyon	NA
BRADI5G25157	B3	BRADI5G25157	NA	Brachypodium distachyon	NA
BRADI5G25767	B3	BRADI5G25767	NA	Brachypodium distachyon	NA
Cucsa.047990	B3	Cucsa.047990	NA	Cucumis sativus	NA
Cucsa.052860	B3	Cucsa.052860	NA	Cucumis sativus	NA
Cucsa.071070	B3	Cucsa.071070	NA	Cucumis sativus	NA
Cucsa.152170	B3	Cucsa.152170	NA	Cucumis sativus	NA
Cucsa.342870	B3	Cucsa.342870	NA	Cucumis sativus	NA
Medtr2g022250	B3	Medtr2g022250	NA	Medicago truncatula	NA
Medtr2g110840	B3	Medtr2g110840	NA	Medicago truncatula	NA
Medtr3g086210	B3	Medtr3g086210	NA	Medicago truncatula	NA
Medtr4g161090	B3	Medtr4g161090	NA	Medicago truncatula	NA
Medtr5g084140	B3	Medtr5g084140	NA	Medicago truncatula	NA
Medtr8g132840	B3	Medtr8g132840	NA	Medicago truncatula	NA
ppa000479m	B3	ppa000479m	NA	Prunus persica	NA
ppa000708m	B3	ppa000708m	NA	Prunus persica	NA
